flat_status,num_of_rooms,total_area_m2,living_area_m2,kitchen_area_m2,floor,price,metro_station,minutes_to_metro,transfer_type,house_age,is_future_building
0,2-комнатная,53.06,25.7,11.0,4,15545212,Пионерская,9,пешком,1,0
1,2-комнатная,64.3,42.2,9.8,5,15399000,Выборгская,8,пешком,146,0
1,2-комнатная,51.0,22.6,17.3,3,14700000,Ладожская,4,на машине,0,0
1,4-комнатная,85.7,48.7,14.4,4,15900000,Василеостровская,15,пешком,171,0
1,2-комнатная,53.1,28.3,10.2,7,14800000,Московские ворота,6,пешком,1,0
1,2-комнатная,65.5,34.0,16.0,3,16300000,Беговая,11,на машине,9,0
1,4-комнатная,113.1,64.0,12.3,2,14900000,Проспект Просвещения,11,на машине,8,0
1,2-комнатная,72.7,38.4,15.7,3,15700000,Купчино,21,на машине,19,0
1,2-комнатная,73.8,34.5,18.0,12,14950000,Купчино,22,пешком,17,0
1,2-комнатная,56.7,22.1,17.9,11,15840000,Черная речка,14,пешком,2,0
1,2-комнатная,65.2,23.7,25.6,3,16390000,Ленинский проспект,11,на машине,4,0
1,1-комнатная,45.3,20.9,13.1,5,15700000,Выборгская,7,на машине,8,0
1,3-комнатная,67.0,44.0,8.2,4,16390000,Беговая,11,пешком,34,0
1,2-комнатная,72.3,35.8,15.1,10,15183000,Приморская,7,на машине,2,0
1,1-комнатная,39.9,13.6,17.6,10,15000000,Спортивная,23,на машине,3,0
0,1-комнатная,37.36,10.6,14.2,13,17990000,Московская,9,пешком,0,0
1,2-комнатная,68.6,32.1,13.4,3,16800000,Московские ворота,15,пешком,3,0
1,2-комнатная,58.06,22.6,10.4,11,17999000,Электросила,17,пешком,1,0
1,1-комнатная,46.3,19.3,22.0,4,16500000,Беговая,30,на машине,7,0
1,2-комнатная,63.5,25.8,21.0,7,17100000,Лесная,16,пешком,1,0
1,2-комнатная,62.29,27.7,19.2,3,16900000,Лесная,21,пешком,2,0
1,2-комнатная,63.0,42.5,11.6,4,17000000,Площадь Восстания,14,пешком,128,0
1,3-комнатная,79.6,47.0,15.0,5,17300000,Озерки,5,на машине,32,0
1,1-комнатная,34.3,9.6,15.4,10,16900000,Черная речка,14,пешком,3,0
1,3-комнатная,91.5,58.7,13.5,4,16500000,Автово,8,пешком,86,0
1,1-комнатная,42.7,9.0,21.0,7,18000000,Старая Деревня,24,пешком,6,0
1,1-комнатная,53.5,13.0,26.6,9,16780000,Московская,4,пешком,6,0
1,2-комнатная,62.2,24.9,18.1,5,18000000,Ладожская,8,пешком,1,0
1,1-комнатная,44.6,16.4,17.8,3,16900000,Удельная,9,пешком,4,0
1,2-комнатная,70.1,28.1,19.8,10,16500000,Озерки,17,пешком,14,0
1,1-комнатная,46.7,15.4,11.1,7,16200000,Приморская,13,пешком,17,0
1,2-комнатная,50.3,29.4,5.0,4,16700000,Спортивная,2,пешком,113,0
1,3-комнатная,56.0,32.0,11.6,3,16799000,Петроградская,9,пешком,116,0
1,2-комнатная,54.8,25.0,14.0,10,16500000,Приморская,17,пешком,25,0
1,3-комнатная,96.6,43.8,45.8,1,16500000,Проспект Просвещения,10,на машине,16,0
1,2-комнатная,83.6,36.6,19.0,5,17700000,Звездная,1,пешком,24,0
1,2-комнатная,56.0,28.0,13.0,2,17950000,Технологический институт,13,пешком,139,0
0,3-комнатная,80.58,40.3,18.4,7,21750637,Московская,7,на машине,0,1
0,3-комнатная,76.18,39.5,14.7,2,19650000,Беговая,17,на машине,0,0
0,3-комнатная,78.91,32.8,20.4,2,28139306,Выборгская,11,пешком,0,1
0,3-комнатная,73.58,40.4,18.8,2,23550566,Приморская,21,пешком,0,0
0,3-комнатная,90.25,41.0,23.0,7,19600043,Проспект Просвещения,13,на машине,0,1
0,3-комнатная,81.98,44.2,18.4,2,25400150,Елизаровская,18,пешком,0,0
1,3-комнатная,99.6,46.4,24.5,3,19450635,Московская,16,на машине,1,0
0,3-комнатная,90.97,36.7,25.8,2,24743840,Горный институт,10,на машине,0,1
0,3-комнатная,74.41,46.8,13.4,5,19800069,Проспект Большевиков,6,на машине,0,0
0,3-комнатная,77.28,41.5,17.1,3,15900437,Московская,18,на машине,0,0
1,2-комнатная,44.0,27.0,7.0,3,6200000,Парк Победы,20,пешком,64,0
0,3-комнатная,83.5,41.9,19.0,8,20450026,Комендантский проспект,10,на машине,0,0
1,Студия,21.1,8.2,4.6,5,6087350,Парнас,30,пешком,1,0
1,2-комнатная,45.0,30.0,7.5,4,6350000,Академическая,6,на машине,57,0
0,1-комнатная,34.86,17.0,10.3,3,6950188,Московская,21,на машине,0,1
0,1-комнатная,40.55,17.6,12.9,9,10750206,Комендантский проспект,11,на машине,0,0
1,Студия,29.1,18.2,5.0,3,6650000,Московская,21,пешком,5,0
1,3-комнатная,55.0,37.5,7.3,4,7100000,Гражданский проспект,17,пешком,55,0
0,2-комнатная,53.63,21.1,17.1,2,8138352,Рыбацкое,18,на машине,0,1
1,5-комнатная,157.4,121.9,20.6,4,23490000,Сенная площадь,4,пешком,196,0
1,2-комнатная,45.0,28.0,6.0,2,7050000,Московская,18,пешком,64,0
1,3-комнатная,109.35,63.0,15.8,2,34900000,Крестовский остров,22,пешком,3,0
1,1-комнатная,39.7,12.8,17.1,21,8646660,Парнас,28,пешком,1,0
1,Студия,24.0,14.0,5.0,4,5200000,Проспект Большевиков,12,пешком,23,0
0,1-комнатная,33.7,10.6,15.2,9,10300054,Московская,7,на машине,0,1
1,1-комнатная,35.8,16.2,8.5,12,7299999,Звездная,20,пешком,13,0
0,1-комнатная,32.8,10.8,15.1,9,8300154,Проспект Просвещения,13,на машине,0,1
1,3-комнатная,41.9,30.0,5.3,2,6450000,Московская,14,пешком,61,0
1,2-комнатная,43.2,30.9,6.0,2,10200000,Новочеркасская,23,пешком,62,0
1,2-комнатная,76.6,36.0,14.8,4,37103093,Спортивная,13,пешком,7,0
0,3-комнатная,82.76,43.8,17.0,4,24209999,Балтийская,11,пешком,1,0
0,2-комнатная,59.2,22.3,21.3,2,21803360,Выборгская,11,пешком,0,1
1,2-комнатная,65.0,36.0,12.0,11,14500000,Проспект Ветеранов,26,пешком,19,0
1,1-комнатная,38.0,17.0,10.4,2,13900000,Удельная,9,пешком,4,0
1,3-комнатная,71.9,57.0,9.9,3,14300000,Комендантский проспект,7,на машине,8,0
1,1-комнатная,46.9,19.0,18.8,6,13399000,Пролетарская,11,пешком,10,0
1,4-комнатная,75.2,50.0,7.5,2,13400000,Звенигородская,8,пешком,146,0
1,1-комнатная,50.0,23.6,17.0,5,13200000,Площадь Восстания,14,пешком,128,0
1,1-комнатная,39.8,19.0,10.5,5,13300000,Пионерская,14,пешком,4,0
1,3-комнатная,83.8,57.6,9.2,1,14350000,Приморская,21,пешком,61,0
1,1-комнатная,56.9,22.0,25.0,11,14500000,Пионерская,18,пешком,3,0
1,2-комнатная,55.62,26.1,15.7,14,14450000,Лесная,25,пешком,1,0
1,1-комнатная,48.1,26.0,10.0,16,13700000,Выборгская,5,на машине,7,0
1,3-комнатная,70.0,43.8,8.4,1,13200000,Приморская,16,пешком,47,0
1,3-комнатная,84.2,47.1,16.1,5,13250000,Проспект Большевиков,14,на машине,8,0
1,1-комнатная,38.52,10.2,18.7,4,13800000,Выборгская,10,пешком,0,1
1,2-комнатная,69.45,38.3,17.0,14,13490000,Комендантский проспект,9,на машине,6,0
1,2-комнатная,61.5,32.2,7.3,3,14000000,Балтийская,12,пешком,165,0
1,4-комнатная,79.2,48.2,7.0,3,13800000,Площадь Александра Невского,22,пешком,119,0
1,3-комнатная,72.1,48.1,9.6,1,13600000,Пушкинская,12,пешком,161,0
1,3-комнатная,64.2,25.5,9.2,3,13400000,Площадь Александра Невского,12,пешком,112,0
1,1-комнатная,33.04,14.2,11.5,11,14000000,Приморская,19,пешком,0,0
1,1-комнатная,45.0,30.0,10.0,3,13700000,Московская,15,пешком,7,0
1,3-комнатная,65.0,42.0,10.0,3,14499995,Ленинский проспект,10,пешком,39,0
1,2-комнатная,52.7,30.0,8.1,3,13400000,Новочеркасская,23,пешком,69,0
1,2-комнатная,52.0,25.0,13.0,7,14499000,Лесная,14,пешком,4,0
1,3-комнатная,65.4,33.2,12.8,8,14500000,Комендантский проспект,7,на машине,2,0
0,2-комнатная,66.9,27.7,20.0,7,13100000,Комендантский проспект,10,на машине,1,0
1,3-комнатная,99.5,68.5,8.6,3,12999000,Черная речка,13,пешком,109,0
1,1-комнатная,53.5,21.5,12.0,4,11800000,Проспект Просвещения,9,на машине,16,0
1,3-комнатная,68.7,43.7,7.1,3,11800000,Пионерская,6,пешком,43,0
1,1-комнатная,34.5,18.0,6.2,2,12900000,Фрунзенская,3,пешком,10,0
1,1-комнатная,50.0,19.5,16.0,7,13050000,Ленинский проспект,11,на машине,11,0
1,2-комнатная,52.4,30.7,9.7,4,11990000,Горный институт,10,пешком,70,0
1,2-комнатная,58.3,31.8,10.7,8,12500000,Ломоносовская,5,на машине,15,0
1,3-комнатная,82.0,45.0,16.3,3,12500000,Рыбацкое,25,пешком,8,0
1,3-комнатная,74.5,44.3,10.5,23,12300000,Парнас,15,пешком,11,0
1,2-комнатная,65.1,30.0,16.0,15,12980000,Ленинский проспект,9,на машине,17,0
1,2-комнатная,54.1,24.3,12.2,7,12700000,Приморская,13,на машине,1,0
1,5-комнатная,93.0,70.0,7.0,6,11900000,Проспект Просвещения,4,пешком,49,0
1,3-комнатная,81.3,49.2,12.3,8,12000000,Приморская,17,пешком,49,0
1,3-комнатная,75.0,50.8,8.4,5,12500000,Московские ворота,9,пешком,111,0
1,1-комнатная,39.2,19.1,11.6,5,12000000,Выборгская,7,на машине,15,0
1,2-комнатная,60.0,30.0,12.0,3,12399000,Комендантский проспект,6,на машине,9,0
1,1-комнатная,35.0,12.5,14.5,4,11980000,Приморская,6,на машине,0,0
1,2-комнатная,61.6,34.1,10.7,21,12500000,Ладожская,19,пешком,12,0
1,3-комнатная,80.0,48.0,15.0,2,12990000,Комендантский проспект,8,пешком,31,0
1,Студия,41.5,24.8,4.8,4,13000000,Парк Победы,16,пешком,19,0
1,3-комнатная,82.7,55.0,10.0,4,12500000,Кировский завод,9,пешком,62,0
1,1-комнатная,51.0,35.0,11.0,11,12500000,Проспект Просвещения,18,пешком,15,0
1,2-комнатная,67.2,31.4,14.9,3,27500000,Петроградская,6,пешком,2,0
1,2-комнатная,75.5,37.5,20.3,7,28990000,Крестовский остров,21,пешком,2,0
1,3-комнатная,77.0,41.1,15.7,2,26900000,Петроградская,3,пешком,110,0
1,3-комнатная,82.0,37.6,15.2,2,26900000,Чкаловская,3,пешком,115,0
1,3-комнатная,96.4,39.0,25.0,9,27990000,Электросила,18,пешком,1,0
1,3-комнатная,110.2,67.4,15.2,7,26950000,Удельная,5,на машине,22,0
1,2-комнатная,72.8,30.9,18.5,5,27900000,Маяковская,3,пешком,151,0
1,1-комнатная,50.9,12.9,19.5,5,27000000,Старая Деревня,18,пешком,8,0
1,4-комнатная,127.3,79.0,16.0,19,29300000,Проспект Ветеранов,3,пешком,19,0
1,2-комнатная,69.1,36.2,16.9,6,29000000,Крестовский остров,5,на машине,3,0
1,2-комнатная,54.0,34.0,15.0,7,27950000,Пушкинская,5,пешком,120,0
1,2-комнатная,74.1,30.0,27.0,5,27999000,Фрунзенская,2,пешком,2,0
1,2-комнатная,74.0,31.0,18.0,6,27950000,Новочеркасская,12,пешком,3,0
1,3-комнатная,83.0,53.0,11.0,6,29500000,Петроградская,16,пешком,8,0
1,3-комнатная,128.5,59.0,34.7,6,28500000,Московская,17,пешком,0,0
1,2-комнатная,73.2,35.0,13.6,12,27500000,Выборгская,6,на машине,7,0
1,4-комнатная,137.2,76.7,20.1,2,26754000,Приморская,7,на машине,2,0
1,3-комнатная,82.0,38.3,19.3,2,29000000,Чернышевская,12,пешком,111,0
1,3-комнатная,85.1,43.7,15.0,3,27900000,Петроградская,8,пешком,112,0
1,2-комнатная,73.0,39.4,13.4,14,27500000,Московская,10,пешком,9,0
1,2-комнатная,66.2,35.4,12.9,6,28850000,Крестовский остров,21,пешком,3,0
1,3-комнатная,100.0,59.1,27.0,2,27000000,Чернышевская,6,пешком,199,0
1,2-комнатная,70.2,35.7,13.2,6,26990000,Крестовский остров,21,пешком,3,0
0,2-комнатная,65.77,35.8,19.0,4,23900000,Василеостровская,4,на машине,0,1
1,2-комнатная,75.2,35.0,15.4,1,26490000,Спортивная,11,пешком,17,0
1,5-комнатная,134.0,66.0,27.0,4,22900000,Купчино,22,на машине,28,0
1,4-комнатная,114.0,82.1,17.2,2,25900000,Чернышевская,17,пешком,108,0
1,2-комнатная,54.4,33.3,7.9,3,24300000,Спортивная,9,пешком,68,0
1,4-комнатная,172.4,110.0,20.0,2,24999000,Балтийская,4,на машине,153,0
1,3-комнатная,70.5,37.2,19.7,1,25000000,Петроградская,16,пешком,6,0
1,3-комнатная,67.8,36.7,17.0,3,26900000,Площадь Восстания,9,пешком,131,0
1,3-комнатная,80.0,51.9,10.6,5,26000000,Маяковская,4,пешком,125,0
1,4-комнатная,112.4,52.4,39.0,4,23225000,Проспект Просвещения,10,на машине,16,0
1,2-комнатная,68.4,29.1,10.0,3,23500000,Черная речка,12,пешком,10,0
1,4-комнатная,112.3,73.0,15.0,2,24900000,Балтийская,22,пешком,118,0
1,3-комнатная,59.6,20.9,19.9,5,23550000,Новочеркасская,13,пешком,6,0
1,4-комнатная,151.4,100.6,29.8,3,23500000,Садовая,11,пешком,158,0
0,2-комнатная,65.8,35.8,19.0,4,23900000,Василеостровская,4,на машине,0,1
1,4-комнатная,87.0,42.3,24.6,9,24700000,Лесная,13,пешком,4,0
1,2-комнатная,82.1,44.2,15.0,5,25500000,Приморская,17,пешком,21,0
1,3-комнатная,108.6,52.0,20.6,12,23900000,Пролетарская,12,пешком,16,0
1,3-комнатная,111.8,77.2,11.3,3,26500000,Петроградская,3,пешком,113,0
1,2-комнатная,58.6,17.0,19.6,3,23990000,Петроградская,15,пешком,5,0
1,3-комнатная,83.6,35.0,22.1,3,24500000,Беговая,11,на машине,10,0
1,3-комнатная,128.5,75.0,13.0,3,26500000,Удельная,14,пешком,27,0
1,3-комнатная,81.0,50.7,7.2,2,23990000,Василеостровская,7,пешком,165,0
1,3-комнатная,93.7,54.0,7.5,2,23450000,Приморская,6,пешком,24,0
1,1-комнатная,37.2,15.8,17.4,2,6990000,Звездная,17,на машине,1,0
1,1-комнатная,42.3,18.0,12.6,2,7699000,Купчино,23,на машине,11,0
1,2-комнатная,43.9,26.8,6.3,8,7300000,Пионерская,18,пешком,49,0
1,1-комнатная,31.5,16.1,8.5,5,6990000,Ленинский проспект,7,на машине,17,0
1,2-комнатная,47.4,28.1,7.2,6,7700000,Купчино,13,пешком,46,0
1,2-комнатная,46.0,28.8,7.0,9,6800000,Ладожская,8,на машине,45,0
1,1-комнатная,38.5,20.0,10.2,2,7280000,Комендантский проспект,25,пешком,36,0
1,2-комнатная,43.5,28.4,5.5,4,7390000,Академическая,11,на машине,63,0
1,1-комнатная,38.9,14.4,12.7,15,7400000,Ленинский проспект,9,на машине,8,0
1,1-комнатная,34.4,19.3,7.2,4,6900000,Проспект Славы,12,пешком,37,0
1,1-комнатная,29.9,14.6,8.8,16,6990000,Комендантский проспект,8,на машине,4,0
1,1-комнатная,36.05,17.1,10.3,4,7000000,Шушары,17,на машине,1,0
1,2-комнатная,44.7,27.7,6.8,2,7500000,Улица Дыбенко,19,пешком,48,0
1,2-комнатная,62.6,39.0,11.0,5,7500000,Ленинский проспект,19,на машине,22,0
1,1-комнатная,37.9,11.9,15.8,8,6900000,Озерки,12,на машине,1,0
1,1-комнатная,35.3,15.7,10.9,12,7600000,Старая Деревня,6,пешком,55,0
1,1-комнатная,39.6,15.4,15.7,18,7190000,Парнас,9,пешком,12,0
1,2-комнатная,46.9,28.7,6.5,2,7200000,Новочеркасская,6,пешком,63,0
1,1-комнатная,38.8,20.0,8.0,1,7500000,Беговая,7,пешком,34,0
1,1-комнатная,40.3,19.0,11.8,2,7700000,Проспект Ветеранов,11,на машине,9,0
1,1-комнатная,36.6,13.9,13.9,2,7700000,Проспект Просвещения,10,на машине,5,0
1,1-комнатная,32.6,16.0,9.5,1,7390000,Московская,6,на машине,13,0
1,1-комнатная,33.1,12.1,14.5,9,7350000,Комендантский проспект,8,на машине,5,0
1,2-комнатная,42.7,27.3,5.5,5,7200000,Кировский завод,17,пешком,64,0
1,2-комнатная,44.0,26.5,6.5,7,6330000,Проспект Ветеранов,8,на машине,48,0
1,2-комнатная,51.0,30.2,8.2,2,6550000,Купчино,16,на машине,4,0
1,1-комнатная,30.9,15.4,8.0,9,6500000,Пионерская,11,пешком,52,0
1,2-комнатная,44.1,29.7,7.0,4,6590000,Проспект Славы,17,пешком,60,0
1,2-комнатная,44.8,30.3,7.1,4,6500000,Проспект Славы,17,пешком,60,0
1,1-комнатная,35.56,11.3,11.5,7,6350000,Проспект Просвещения,12,на машине,0,0
1,1-комнатная,34.7,11.0,16.0,2,6850000,Комендантский проспект,7,на машине,3,0
1,2-комнатная,44.5,28.7,5.7,2,6500000,Лесная,6,на машине,64,0
1,1-комнатная,37.9,20.0,9.0,1,6490000,Лесная,6,на машине,55,0
1,1-комнатная,35.6,18.2,8.1,1,6470000,Ладожская,5,на машине,40,0
0,1-комнатная,33.5,10.0,15.1,5,6450000,Звездная,19,на машине,1,0
1,1-комнатная,34.0,12.0,14.0,19,6890000,Парнас,22,пешком,4,0
1,1-комнатная,37.5,10.3,15.3,5,6500000,Купчино,20,на машине,1,0
0,Студия,24.4,12.8,3.0,7,5599263,Парнас,24,на машине,1,0
1,Неизвестно,55.9,39.7,5.2,3,5610000,Ленинский проспект,23,на машине,61,0
1,3-комнатная,42.3,30.5,5.5,5,5700000,Проспект Ветеранов,14,пешком,58,0
0,1-комнатная,39.46,15.1,10.5,2,5721700,Шушары,11,на машине,0,0
1,1-комнатная,44.0,22.1,10.9,7,5535000,Шушары,16,на машине,4,0
1,1-комнатная,34.9,15.5,12.0,1,5650000,Беговая,15,на машине,10,0
0,Студия,28.5,13.5,5.4,2,5614500,Купчино,5,на машине,2,0
0,1-комнатная,34.7,11.4,15.6,1,5638750,Академическая,15,на машине,0,0
0,Студия,27.0,14.5,3.3,3,5541571,Парнас,23,на машине,1,0
0,Студия,25.6,13.0,3.2,3,5679309,Парнас,23,на машине,1,0
1,1-комнатная,28.0,14.0,9.0,1,5688333,Рыбацкое,10,на машине,2,0
1,1-комнатная,32.0,16.0,8.0,15,5790000,Ломоносовская,9,на машине,16,0
0,1-комнатная,40.45,12.4,19.4,8,5718618,Купчино,22,на машине,0,0
0,Студия,27.12,10.6,7.7,2,5507873,Проспект Ветеранов,11,на машине,0,0
1,2-комнатная,51.9,32.1,8.8,6,5744000,Шушары,16,на машине,4,0
0,Студия,20.96,13.0,3.0,15,5629017,Ладожская,9,пешком,0,0
0,1-комнатная,36.0,12.6,15.9,12,5716800,Академическая,15,на машине,0,0
0,1-комнатная,31.46,13.5,10.4,2,5671735,Рыбацкое,18,на машине,1,0
0,Студия,19.78,8.9,5.0,3,5597740,Улица Дыбенко,30,пешком,0,1
0,Студия,28.44,14.9,3.2,9,5636198,Парнас,22,на машине,1,0
0,1-комнатная,44.43,13.8,18.5,2,5590431,Рыбацкое,18,на машине,0,1
0,1-комнатная,33.9,15.6,6.3,1,5630790,Академическая,15,на машине,0,0
0,Студия,28.3,15.7,3.2,3,5789954,Парнас,23,на машине,1,0
0,1-комнатная,37.64,16.4,12.1,2,5641840,Рыбацкое,18,на машине,0,1
0,Студия,24.58,11.0,5.2,13,5678496,Рыбацкое,5,на машине,0,0
0,1-комнатная,35.66,10.4,15.1,2,5740814,Елизаровская,20,пешком,0,0
0,1-комнатная,35.3,15.0,10.4,2,5347400,Рыбацкое,18,на машине,0,1
1,Студия,26.6,12.6,5.0,8,5320000,Академическая,17,на машине,2,0
0,1-комнатная,36.7,16.0,10.0,2,5321500,Шушары,11,на машине,0,0
0,1-комнатная,31.5,13.4,10.4,2,5473660,Рыбацкое,18,на машине,1,0
0,Студия,25.85,14.0,5.7,1,5353257,Шушары,17,на машине,1,0
0,Студия,23.7,12.3,3.7,7,5524352,Парнас,23,на машине,1,0
0,Студия,24.2,12.9,3.0,1,5395342,Парнас,24,на машине,1,0
0,1-комнатная,36.92,12.2,15.7,2,5492600,Рыбацкое,18,на машине,0,1
0,Студия,26.9,14.4,3.3,9,5513587,Парнас,23,на машине,1,0
0,1-комнатная,33.2,14.3,11.1,2,5502900,Елизаровская,20,пешком,0,0
0,1-комнатная,37.72,15.1,10.5,5,5469400,Шушары,11,на машине,0,0
0,1-комнатная,29.6,9.9,13.0,1,5407920,Академическая,15,на машине,0,0
0,1-комнатная,40.09,11.9,18.4,7,5333213,Рыбацкое,19,на машине,0,1
0,Студия,23.8,12.0,4.0,7,5482068,Парнас,23,на машине,1,0
0,Студия,26.58,14.9,4.1,1,5390873,Парнас,22,на машине,1,0
0,Студия,22.55,9.2,5.5,3,5445803,Шушары,17,на машине,1,0
0,1-комнатная,35.59,12.2,14.7,2,5322040,Рыбацкое,18,на машине,0,1
0,Студия,24.51,12.3,4.7,7,5311853,Шушары,17,на машине,1,0
1,4-комнатная,112.8,90.0,17.0,4,29500000,Чернышевская,7,пешком,122,0
0,2-комнатная,66.92,32.3,18.6,9,16067492,Приморская,11,на машине,1,0
1,1-комнатная,44.8,17.2,16.3,4,15060000,Площадь Ленина,6,на машине,1,0
1,1-комнатная,51.8,16.3,21.3,8,26941180,Крестовский остров,25,пешком,1,0
1,2-комнатная,49.05,27.4,10.1,3,7490000,Ленинский проспект,16,на машине,7,0
0,1-комнатная,32.4,9.3,15.9,2,10006837,Волковская,8,на машине,0,0
1,3-комнатная,78.8,46.1,11.9,1,15900000,Новочеркасская,5,пешком,85,0
0,1-комнатная,35.79,10.9,17.1,8,11560170,Горный институт,10,на машине,0,1
1,1-комнатная,41.5,16.3,11.8,12,5850000,Ленинский проспект,10,на машине,14,0
0,2-комнатная,47.8,22.5,15.3,3,14118590,Волковская,8,на машине,0,0
1,1-комнатная,29.8,16.0,5.0,1,4499000,Купчино,25,на машине,63,0
1,3-комнатная,91.75,38.0,28.1,2,30195000,Новочеркасская,12,пешком,1,0
1,1-комнатная,40.2,17.4,11.1,4,18492000,Крестовский остров,16,пешком,2,0
0,2-комнатная,49.76,23.8,15.7,7,21371920,Чкаловская,5,на машине,1,0
1,2-комнатная,58.2,31.8,14.0,2,27237600,Крестовский остров,16,пешком,2,0
1,1-комнатная,36.62,15.1,11.1,5,9200000,Приморская,15,на машине,1,0
1,2-комнатная,62.7,12.4,29.0,5,16929000,Приморская,16,пешком,11,0
1,1-комнатная,38.1,22.9,7.5,4,4900000,Купчино,24,на машине,58,0
1,2-комнатная,81.7,28.7,25.4,3,19828434,Нарвская,23,на машине,3,0
1,1-комнатная,36.79,13.1,10.7,7,10794186,Комендантский проспект,9,на машине,3,0
1,1-комнатная,50.0,32.0,10.0,1,8700000,Фрунзенская,9,пешком,100,0
0,3-комнатная,76.3,32.4,20.2,2,19843426,Обводный канал,18,пешком,0,0
1,1-комнатная,30.8,10.0,13.0,9,7500000,Комендантский проспект,9,на машине,3,0
0,2-комнатная,59.2,27.9,18.3,2,16102400,Ладожская,26,пешком,0,1
1,1-комнатная,49.9,13.1,24.3,2,10764891,Автово,18,на машине,3,0
1,3-комнатная,80.0,52.0,10.1,5,13400000,Елизаровская,9,пешком,86,0
1,1-комнатная,46.5,19.0,11.0,5,8200000,Улица Дыбенко,12,пешком,19,0
1,1-комнатная,73.5,15.8,32.8,5,30000000,Площадь Мужества,17,пешком,3,0
0,1-комнатная,54.71,19.6,30.1,2,23525300,Площадь Александра Невского,15,пешком,0,0
1,3-комнатная,116.0,81.3,12.0,12,26450000,Приморская,6,на машине,7,0
0,1-комнатная,40.07,12.0,18.8,2,15627300,Пионерская,5,на машине,0,0
1,2-комнатная,61.01,31.4,13.7,6,15319611,Комендантский проспект,9,на машине,3,0
1,3-комнатная,69.5,28.7,18.8,11,15550000,Спортивная,25,на машине,1,0
1,3-комнатная,103.8,57.1,14.4,17,27950000,Проспект Просвещения,18,пешком,15,0
0,Студия,22.6,9.7,5.9,5,7525256,Обводный канал,18,пешком,0,0
1,1-комнатная,37.6,12.6,13.5,2,8435472,Удельная,9,на машине,2,0
1,2-комнатная,71.4,35.7,14.9,1,26418000,Спортивная,6,на машине,6,0
0,3-комнатная,97.7,45.8,23.8,2,40177531,Площадь Александра Невского,14,пешком,0,0
0,2-комнатная,58.78,29.8,14.2,2,22201386,Василеостровская,11,пешком,0,0
0,1-комнатная,35.85,16.5,10.0,1,6994335,Беговая,13,на машине,0,1
0,1-комнатная,31.98,10.1,15.0,5,6800099,Московская,21,на машине,0,1
